choices,labels,question
"['A) avoid pain', 'B) compliments', 'C) intellectual challenge', 'D) passing grade', 'E) attention']",C,What is a person looking for when completing puzzles or riddles?
"['A) plastic bag', 'B) pantry', 'C) supermarket', 'D) toaster', 'E) prison']",D,"If someone was making breakfast, they'd probably put two slices of bread in the what?"
"['A) boredom', 'B) nice home', 'C) michigan', 'D) feeling satisfied', 'E) house clean']",E,"His house was a mess, he began doing housework to get what?"
"['A) bath store', 'B) bedroom', 'C) hospital', 'D) flower garden', 'E) michigan']",C,Where would a corpse be covered by a blanket?
"['A) accelerate', 'B) putting together', 'C) working', 'D) construct', 'E) train']",A,"The man  tried to break the glass in order to make his escape in time, but he could not.  The person in the cat, trying to kill him, did what?"
"['A) bordello', 'B) rest area', 'C) garden', 'D) bus stop', 'E) state park']",B,"The trucker plopped on the bench with a sense of relief, where did he arrive?"
"['A) state', 'B) democratic', 'C) kingdom', 'D) democracy', 'E) dictatorship']",A,What is part of a republic like the USA?
"['A) person', 'B) hamper', 'C) closet', 'D) upstairs', 'E) backpack']",E,Where do you keep extra clothing on a hike?
"['A) new hampshire', 'B) bloom', 'C) washington state', 'D) sunshine', 'E) spontaneously combust']",B,What could an apple tree do?
"['A) fish market', 'B) shallow waters', 'C) atlantic ocean', 'D) fresh water', 'E) shore line']",C,What very cold area in the east can a crab be found?
"['A) thin potatos', 'B) prepare food', 'C) study french cooking', 'D) drink', 'E) cook dinner']",C,"The chef wanted to perfect his craft, what did he do?"
"['A) one choice for pet', 'B) cute', 'C) kennel', 'D) soft', 'E) waxy']",A,She wanted a kitten and puppy so why did she only get the puppy?
"['A) full sunlight', 'B) bright sunshine', 'C) sunny place', 'D) eat cake', 'E) direct sunlight']",A,There was no shade for Jenny.  She was forced to lie there exposed to what?
"['A) neatness', 'B) tiredness', 'C) order', 'D) exhaustion', 'E) sneezing']",D,What could happen to you after you are cleaning house for a long time?
"['A) rumpspringa', 'B) meeting new people', 'C) having fun', 'D) meet new people', 'E) plan']",E,What is someone doing when scheduling when to go to party?
"['A) ice', 'B) set orbits', 'C) universe', 'D) space', 'E) solid nucleus']",B,What kind of path do comets tend to have?
"['A) bedroom', 'B) pleasant', 'C) obesity', 'D) painful', 'E) dirty']",E,What do people feel after having sex that requires them to shower?
"['A) euthanasia', 'B) pass water', 'C) die of cancer', 'D) feel pain', 'E) feel pleasure']",C,"The vet found malignant tumors on the animals, what is their likely fate?"
"['A) sexual stimulation', 'B) herpes', 'C) headache', 'D) catch cold', 'E) happiness']",E,What is the thing that is agitated in your head when kissing?
"['A) trash', 'B) floor', 'C) subway', 'D) ground', 'E) lawn']",A,"Billy was reading the newspaper as he commuted to work, but once he got to his destination he balled it up and put it somewhere. Where did it put it?"
"['A) garage', 'B) pool', 'C) utility room', 'D) hardware store', 'E) wishing well']",C,Where do you keep a pail in your house?
"['A) fountain pen', 'B) squid', 'C) newspaper', 'D) book', 'E) printer']",C,what is printed with ink and distributed daily?
"['A) kill each other', 'B) thank god', 'C) experience pain', 'D) hatred', 'E) talk to each other']",B,What are people likely to do when an unexpected decent outcome occurs?
"['A) japan', 'B) rice paddy', 'C) garden', 'D) michigan', 'E) italy']",A,"The terrace had Kanji written on it, indicating that it was made where?"
"['A) packaging materials', 'B) recycle bin', 'C) box factory', 'D) warehouse', 'E) bowler hats']",A,"The company sent off many purchases, they used recycled cardboard as their what?"
"['A) have no home', 'B) false information', 'C) hungry', 'D) made fun of', 'E) brain tumor']",B,Why might a person be known as a liar?
"['A) timing', 'B) expenditure of time', 'C) getting bored', 'D) anger', 'E) patience']",E,"The child was politely waiting for dessert, he was eventually rewarded for his what?"
"['A) feeling good', 'B) killing', 'C) law suits', 'D) out of pocket', 'E) feel loved']",D,"The man was giving assistance to a pan handler in the streets, how did he give assistance?"
"['A) principal', 'B) birth', 'C) loving couple', 'D) act of sex', 'E) parents']",E,What do you call the caretakers of a child?
"['A) family reunion', ""B) brother's house"", 'C) family picture book', 'D) family tree', 'E) party']",A,Where would you run in to a niece you only see every one and a while?
"['A) holding', 'B) concentration', 'C) energy', 'D) job', 'E) energh']",B,"Working on the elaborate task was taxing, it require extreme what?"
"['A) get up', 'B) discomfort', 'C) discomfort', 'D) headache', 'E) shock']",D,What may you have after awaking after a night of heavy drinking?
"['A) wrapping paper', ""B) girl's hair"", 'C) bath', 'D) floral arrangement', 'E) typewriter']",E,What uses a ribbon to put words on paper?
"['A) school', 'B) meadow', 'C) lamb', 'D) farm', 'E) fairgrounds']",D,Where are sheep likely to live?
"['A) hockey game', 'B) living room', 'C) bathroom', 'D) football stadium', 'E) hot room']",B,"If I was watching TV on the couch and the air was stuffy, I might turn the fan on to make the what more comfortable?"
"['A) desk drawer', 'B) cabinet', 'C) purse', 'D) classroom', 'E) pocket']",E,"While walking the student needed to store his writing insturment away, where did he put it?"
"['A) building', 'B) crowd', 'C) city', 'D) group', 'E) high school']",B,Who watches a play in an auditorium?
"['A) problems', 'B) incarceration', 'C) trial', 'D) imprisonment', 'E) prosecution']",D,What is a possible outcome for committing murder?
"['A) supermarket', 'B) washing', 'C) cabinet', 'D) own home', 'E) sink']",A,where is a good place to obtain new soap?
"['A) talk to each other', 'B) complete job', 'C) wear hats', 'D) kill animals', 'E) believe in god']",D,What do people do for food?
"['A) grocery store', 'B) diaper bag', 'C) gas station', 'D) liquor store', 'E) medicine cabinet']",D,There was many a bottle to choose from behind the cashier where?
"['A) canada', 'B) atlas', 'C) united states', 'D) major cities', 'E) book']",B,"They had to know where to go, they got on the national highway after consulting the what?"
"['A) master physics', 'B) state facts', 'C) wear wrinkled tweed jackets', 'D) school students', 'E) teach courses']",E,What do professors primarily do?
"['A) bowling alley', 'B) football stadium', 'C) soccer field', 'D) sporting event', 'E) sporting goods store']",A,Where do you throw a ball at pins?
"['A) sing a song', 'B) neatness', 'C) allergies', 'D) healthy living', 'E) using water']",E,What might you need to do cleaning?
"['A) phlegm', 'B) saliva nd mouth', 'C) disease', 'D) germs', 'E) spittle']",B,If i were to spit a lot without noticing i may have extra what?
"['A) classroom', 'B) parking garage', 'C) store', 'D) backpack', 'E) cabinet']",C,"If student got a list of supplies from class like paper and pencils, their parent would have to go where?"
"[""A) you're into"", 'B) prostitute', ""C) you're curious"", 'D) curiosity', 'E) heterosexual woman in love']",C,Why do young people swallow semen ?
"['A) frustration', 'B) delays', 'C) being annoyed', 'D) moving forward', 'E) progress']",A,"Sally was standing in queue.  The line was very, very slow.  What was she feeling?"
"['A) sand trap', 'B) live long', 'C) leave home', 'D) feel pain', 'E) eating']",B,What is the animal trying to accomplish?
"['A) euphoria', 'B) moving body', 'C) rhythmic movement', 'D) happiness', 'E) fatigue']",B,"James and Holly went dancing together. As they danced, he  pressed himself against her what?"
"['A) subdivision', 'B) newspaper', 'C) street', 'D) laundry mat', 'E) surface of earth']",B,"If a house has a subscription, what likely shows up in the driveway every morning?"
"['A) feel lucky', 'B) cross street', 'C) wash themselves', 'D) eat', 'E) wonder what happened']",C,What does a person do when they feel dirty?
"['A) work', 'B) wrestle', 'C) play sports', 'D) matter', 'E) sleep']",B,"After the weight cut he was worried about his energy levels, but this was part of participating in a what?"
"['A) fever', 'B) eat every day', 'C) excited', 'D) headache', 'E) expressive']",B,what does a person do to stay healthy?
"['A) man post', 'B) attack', 'C) intimidation', 'D) prisoner', 'E) unprotected']",D,Who is the guard here for?
"['A) express information', 'B) dance', 'C) library', 'D) go somewhere', 'E) study']",A,"If a person stutters when he experiences anxiety or excitement, he'll have difficult doing what?"
"['A) office supply store', 'B) stationery store', 'C) dek', ""D) martyr's chest"", 'E) refrigerator']",C,Where can you keep letter opener when it likely to be needed soon?
"['A) brothel', 'B) restaurant', 'C) building', 'D) bowling alley', 'E) at hotel']",E,"Danny found that the carpet did not ,match the drapes, which was disappointing, because this place was expensive.  But it was the only place in town that wasn't booked solid for the week and he needed it while he was in town, so he couldn't complain.   Where might this place be?"
"['A) face problems', 'B) better themselves', 'C) pay bills', 'D) become disillusioned', 'E) eat chicken']",A,What do people need to do to change their lives?
"['A) underpass', 'B) homes', 'C) workplace', 'D) school', 'E) space shuttle']",B,Humans need shelter to survive.  They usually find shelter where?
"['A) first class', 'B) propitious', 'C) reputable', 'D) one', 'E) sufficient']",A,Someone who had a very bad flight might be given a trip in this to make up for it?
"['A) seeing bear', 'B) see beautiful views', 'C) get wet', 'D) getting lost', 'E) murdered by a landshark']",B,"Nature can be good and bad for the person who walks, what are some things?"
"['A) need for food', 'B) fitness', 'C) sweating', 'D) fastfood', 'E) thirst']",A,Jim decided to lose weight.  He thought that exercise is the best way to lose weight because you can't get rid of what?
"['A) artificial', 'B) indoors', 'C) city', 'D) man made', 'E) eat cake']",D,Nature creates more beautiful structures than those that are what?
"['A) typhoon', 'B) snowflake', 'C) laddle', 'D) teardrops', 'E) sink']",B,The water in clouds turn in to what when it gets cold?
"['A) wetlands', 'B) new york', 'C) michigan', 'D) louisiana', 'E) river delta']",D,What southern U.S. state is know for having many swamps?
"['A) snoring', 'B) latency', 'C) dreams', 'D) relaxation', 'E) dreaming']",D,When going to sleep what happens to your body?
"['A) banana tree', 'B) sailor suit', 'C) theatre', 'D) mulberry bush', 'E) research laboratory']",A,Where is a monkey likely to enjoy being?
"['A) shortness of breath', 'B) lift weights', 'C) error', 'D) fall down', 'E) run']",E,What is a form of anaerobic exercising?
"['A) tree', 'B) orbit', 'C) solar system', 'D) fotograph', 'E) dreams']",C,The earth is one planet in what?
"['A) pantry', 'B) store', 'C) gas', 'D) liquid', 'E) garage']",E,Where would you put a container can after you buy it?
"[""A) friend's house"", 'B) school', 'C) fraternity house', 'D) internet cafe', 'E) airplane']",B,Where did you meet your best friend since Kindergarten?
"['A) upstairs', 'B) aloft', 'C) diagonal', 'D) upstream', 'E) upwards']",E,James was below the balloon.  He watched it rise.  What direction did he look in?
"['A) feeling happy', 'B) learning', 'C) injury', 'D) burn', 'E) get hungry']",A,John and Tim like playing. It makes them what?
"['A) envy', 'B) jealousy', 'C) education', 'D) fear', 'E) excitement']",E,What could happen if someone is seeing new presents at a birthday party?
"['A) meat loaf', 'B) bedroom', 'C) microwave', 'D) living room', 'E) floor']",C,"Joe's cat smelled something delicious and jumped into this, causing him to panic and fear for its life. Where might it have jumped?"
"['A) continue to grow', 'B) plant themselves', 'C) many colors', 'D) smell good', 'E) make pretty']",D,Why would a person put flowers in a room with dirty gym socks?
"['A) electrical circuit', 'B) build evenly', 'C) uneven', 'D) unbalanced', 'E) tilted']",C,The table wasn't level.  some parts were higher and some were lower with no rhyme or reason.   It was very what?
"['A) financial security', 'B) live well', 'C) good relationship', 'D) compliments', 'E) discounted furniture']",A,"The person signed up for home insurance, what is he seeking?"
"['A) happiness', 'B) problems', 'C) prosecution', 'D) distress', 'E) misery']",C,"James know that committing murder was wrong, but he thought that he could get away with it.  He was really troubled  and fearful because of what?"
"['A) gas', 'B) getting full', 'C) mad cow disease', 'D) death', 'E) feel full']",C,How can someone die from eating hamburger?
"['A) water', 'B) ocean', 'C) garage', 'D) harbor', 'E) river']",E,Where would using a boat not require navigation skills?
"['A) acknowledgment', 'B) focused', 'C) know what time', 'D) feel important', 'E) trust himself']",D,What does a self assured person often do?
"['A) scary', 'B) having friends', 'C) good feeling', 'D) conflict', 'E) friendship']",D,"He was very outgoing, for him making friends was no personal what?"
"['A) reward', 'B) boredom', 'C) pleasure', 'D) happiness', 'E) satisfaction']",E,What do you feel when giving assistance to the needy?
"['A) refrigerator', 'B) store', ""C) farmer's market"", 'D) supermarket', 'E) dryer']",A,Paul wants carrots and doesn't need to drive anywhere. He gets them from where?
"['A) sailboat', 'B) desk', 'C) closet', 'D) table', 'E) apartment']",D,"He was a sloppy eater, so where did he leave a mess?"
"['A) life partner', 'B) larger house', 'C) second chances', 'D) money', 'E) headache']",A,What does every person want?
"[""A) bird's nest"", 'B) park', 'C) guitar', 'D) kite', 'E) quark']",A,"If a small flying animal picks up a string, where are they taking it?"
"['A) confidence', 'B) go to jail', 'C) telling lies', 'D) lying', 'E) manual']",A,"He had no issue committing perjury, he had a what that he would get away with it?"
"['A) desert', 'B) college campus', 'C) recreational center', 'D) athletic club', 'E) park']",D,What could go to a tennis court?
"['A) sand box', 'B) kitchen cabinet', 'C) waterfall', 'D) water fountain', 'E) table']",D,What could you use to fill a cup and then drink from it?
"['A) formal seating', ""B) friend's house"", 'C) movies', 'D) home', 'E) apartment']",B,"The two played video games all night in the living room, he enjoyed visiting where?"
"['A) washington dc', 'B) ladder', 'C) natural history museum', 'D) cherry tree', 'E) chicken coop']",D,"The weasel ran up away from danger, somebody joked only our first president could get him down from the what?"
"['A) fish market', 'B) jungle', 'C) sea water', 'D) body of water', 'E) soup']",D,"If you were looking for a blowfish, you wouldn't look on dry land, you'd look in a what?"
"['A) jet engine', 'B) helicopter', 'C) electric motor', 'D) rotator', 'E) electrical circuit']",A,"George checked the rotor of the Apache, which wasn't powered by internal combustion, but by what?"
"['A) players', 'B) play games', 'C) casino', 'D) table', 'E) toy store']",D,The poker dealer spread the flop of cards across the what?
"['A) cruet', 'B) table setting', 'C) kitchen cupboard', 'D) cabinet', 'E) store']",B,Where is a salt shaker most often kept?
"['A) cash drawer', 'B) teh bank', 'C) safety deposit box', 'D) pocket', 'E) piggy bank']",D,Where would you put a dollar if you want to go to a store and buy something with it?
"['A) home', 'B) serve food buffet', 'C) dining room', 'D) living room', 'E) kitchen']",E,What room is likely to have a sideboard on the counter?
"['A) airplane', 'B) scooter', 'C) motorboat', 'D) car', 'E) motor vehicle']",A,What is unlikely to get bugs on its windshield due to bugs' inability to reach it when it is moving?
"['A) clothing store', 'B) bedroom', 'C) thrift store', 'D) apartment', 'E) gap']",E,What mall store sells jeans for a decent price?
"['A) cupboard', 'B) at hotel', 'C) swimming pool', 'D) clothes line', 'E) backpack']",B,Where can a bath towel be borrowed?
"['A) no problems', 'B) better themselves', 'C) face problems', 'D) learn from each other', 'E) become disillusioned']",E,Why do people stop caring about their problems?
"['A) mountain', 'B) fancy', 'C) sandplain', 'D) cliff', 'E) gorge']",D,John rode on the plain until it reached the ocean and couldn't go any farther. What might he have bee on?
"['A) theater', 'B) opera', 'C) show', 'D) television', 'E) blockbuster feature']",A,"They were never going to be big actors, but they all had passion for the local what?"
"['A) beach', 'B) city hall', 'C) closet', 'D) garage', 'E) school']",A,Where would you use a folding chair but not store one?
"['A) tiredness', 'B) calluses', 'C) bankruptcy', 'D) standing in line', 'E) sleepyness']",B,"If you spend a long time shopping in uncomfortable shoes, you might develop what?"
"['A) vote', 'B) election', 'C) trouble', 'D) board room', 'E) corporation']",C,What does impeachment mean for the president?
"['A) loser', 'B) ignoble', 'C) peasant', 'D) inferior', 'E) plebeian']",D,Noble citizen of the Roman empire believed those born with lower status were what to them?
"['A) strikes', 'B) eating', 'C) injury', 'D) sore muscles', 'E) pain']",E,Spraining an ankle while playing baseball will cause what?
"['A) bedroom', 'B) chair', 'C) bowling alley', 'D) at hotel', 'E) restaurant']",E,John was traveling to a new city and took time to check out a business.  He noticed that its carpet was stained with sauces and ketchup. What type of business might that be?
"['A) city', 'B) electrical circuit', 'C) residential area', 'D) suburbia', 'E) milwaukee']",E,"If you have a condo in a Wisconsin city known for beer, where are you?"
"['A) fridge', 'B) sheet music', 'C) desk', 'D) bed', 'E) medical chart']",E,Where is hard to read note likely to be?
"['A) have no money', 'B) pants', 'C) relaxation', 'D) lose money', 'E) spend money']",E,How does someone go about buying beer?
"['A) shelf', 'B) movies', 'C) sidewalk', 'D) water fountain', 'E) table']",C,If there is gum on your shoe where did it likely come from?
"['A) know everything', 'B) acknowledgment', 'C) make more money', 'D) throw a party', 'E) spare time']",C,If a person isn't able to pay their bills what must they do?
"['A) losing weight', 'B) healthy', 'C) get in shape', 'D) weight loss', 'E) sweat']",C,What is main benefit to exercising?
"['A) no go', 'B) unable', 'C) unlikely', 'D) impossibility', 'E) cant do']",C,"Steve thought that it was possible, but he agreed that it was what?"
"['A) california', 'B) tokio', 'C) downtown', 'D) narnia', 'E) large town']",C,What region of a west coast U.S. city would you find a Japanese restaurant?
"['A) repetition', 'B) sense of wonder', 'C) accidents', 'D) intimidation', 'E) increased knowledge']",D,What is a tactic used to interfere with learning about science?
"['A) getting married', 'B) pain', 'C) happiness', 'D) getting married', 'E) suffering']",C,What do people usually feel when falling in love?
"['A) jungle', 'B) zoo', 'C) kill', 'D) india', 'E) eat cake']",B,The tiger was stuck in what animal prison where he got lazy and fat?
"['A) study', 'B) begin school', 'C) go out to play', 'D) row boat', 'E) clean room']",C,What do parents tell a child to do on the weekend?
"['A) aggressive', 'B) friendly', 'C) very loyal', 'D) found outside', 'E) very smart']",C,Why are dogs often known as man's best friend?
"['A) boat', 'B) michigan', 'C) train station', 'D) bicycle shop', 'E) trunk of car']",D,Where can you buy a two wheel transportation machine?
"['A) space', 'B) closet', 'C) kitchen', 'D) orbit', 'E) container']",A,Where might an alien use a vacuum?
"['A) supermarket', 'B) sock drawer', 'C) cd store', 'D) medicine chest', 'E) bedroom']",A,Where do you buy condoms?
"['A) goat', 'B) expensive', 'C) lion', 'D) wolf', 'E) meadow']",A,What animal is known for being a follower?
"['A) fight enemy', 'B) go to war', 'C) fight for freedom', 'D) wait for orders', 'E) follow instructions']",D,"The soldier was told to get to the rendezvous point, for there he was suppose to what?"
"['A) sip through', 'B) damnation', 'C) shoot', 'D) commit crime', 'E) eat breakfast']",C,If you want to kill someone you can do what to them with a gun?
"['A) group people', 'B) welcome guests', 'C) occupations', 'D) work room', 'E) seat customer']",D,"The hostess greeted the employees to the program, she then led them to their what?"
"['A) cabinet', 'B) supermarket', 'C) jail', 'D) butt', 'E) own home']",A,Where is a likely place to store unused soap?
"['A) painful', 'B) happy', 'C) blind', 'D) contagious', 'E) bring joy']",A,Loss of someone you love can cause what kind of feeling in your heart?
"['A) backpack', 'B) bank', 'C) desk drawer', 'D) eat cake', 'E) office desk']",C,Where in your home would you keep a ballpoint pen when not in use?
"['A) work to advantage', 'B) matter to', 'C) help', 'D) free mind', 'E) further knowledge']",B,"James was someone who was caught in his own delusions.  To him, the truth didn't do what what?"
"['A) city', 'B) three feet', 'C) subdivision', 'D) parking garage', 'E) michigan']",C,"He wanted to live somewhere were every yard was uniform in size and landscaping, where should he look for a house?"
"['A) laboratory', 'B) chemistry lab', 'C) coat pocket', 'D) after hours speakeasy', 'E) bordello']",B,"The flasks was used to distill elements, where was is being used?"
"['A) cool off', 'B) punch', 'C) illustrate point', 'D) fight', 'E) release energy']",A,What was the man encouraged to do after he expressed his anger violently?
"['A) math class', 'B) math book', ""C) in pythagorus' band"", 'D) orchestra', 'E) music class']",E,Where can a student learn to play a triangle?
"['A) get wet', 'B) open eyes', 'C) kill', 'D) plug in', 'E) first turn on power']",B,What do you need to do to use television if it is already turned on?
"['A) competition', 'B) fun game', 'C) losing money', 'D) fun', 'E) social event']",E,"The guys had a regular poker game, rather than going to the movies this what their what?"
"['A) start fighting', 'B) play', 'C) lots of attention', 'D) petted', 'E) bone']",D,When you stroke a dogs fur what have you done?
"['A) kitchen', 'B) drunker', 'C) tavern', 'D) restaurant', 'E) shorter']",B,Dan fell off a bar stool.  He did this because he was what than ever before?
"['A) petrify', 'B) sanded', 'C) warp', 'D) composted', 'E) clean']",B,"The wood was still rough to the touch, what did the woodworker have to do?"
"['A) peon', 'B) indian', 'C) minister', 'D) follower', 'E) employee']",D,"The chief saw his entire tribe wiped out, he was a leader with a single what?"
"['A) blossom', 'B) park', 'C) open', 'D) cast shadow', 'E) vase']",D,"The flower grew tall to compete for sunlight, what did its neighbor do?"
"['A) boredom', 'B) happiness', 'C) transportation cost', 'D) getting there', 'E) road rage']",E,"If while driving to work another car makes a careless maneuver, what emotion might you feel?"
"['A) boat', 'B) necessary to live', 'C) edible', 'D) unhealthy', 'E) kitchen']",D,What kind of food makes someone sick?
"['A) three vertices', 'B) point', 'C) 3 sides', 'D) three sides', 'E) math book']",A,Where would you find the sharpest parts of a triangle?
"['A) exit ramp', 'B) garage', 'C) driveway', 'D) repair shop', 'E) stop light']",A,How might a automobile get off a freeway?
"['A) bad dreams', 'B) a good nights sleep', 'C) rest', 'D) sleepiness', 'E) get pregnant']",E,What does going to bed with your spouse for sex lead to?
"['A) surprise', 'B) fight', 'C) annoyance', 'D) might scare', 'E) irritated']",C,What would it be if they get a surprising show over and over?
"['A) pressure', 'B) trying harder', 'C) put harder', 'D) enemies', 'E) death']",E,Sally thought that competing wasn't worth the risk. If she pushed more what might happen?
"['A) eating food', 'B) public place', 'C) race track', 'D) at hotel', 'E) public building']",C,"John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at?"
"['A) park', 'B) show', 'C) auditorium', 'D) movies', 'E) rest area']",B,What event might one buy tickets for seats?
"['A) mall', 'B) business', 'C) store', 'D) sale', 'E) sell goods']",A,"The merchant wanted to open in a high-traffic space, where did he rent space?"
"['A) babies', 'B) odors', 'C) sadness', 'D) rapport', 'E) ejaculation']",A,"The newlyweds began copulating their marriage, they wanted many what?"
"['A) writing', 'B) universe', 'C) outer space', 'D) outerspace', 'E) orbit']",E,How does a planet usually move around the sun?
"['A) having a concert.', 'B) cough', 'C) sharing of ideas', 'D) speak', 'E) sneeze']",C,When a group of people are talking at work they might be doing what?
"['A) fists', 'B) hitting', 'C) boxing gloves', 'D) anger', 'E) hands']",D,What emotion leads to punching?
"['A) differently', 'B) otherwise', 'C) expensive', 'D) only', 'E) mere']",A,"They kept doing things the same, she suggested they also try doing things what?"
"['A) pool hall', 'B) tomales bay', 'C) marine museum', 'D) business', 'E) desert']",B,Where could you find a shark before it was caught?
"['A) supermarket', 'B) pantry', 'C) motherboard', 'D) bar', 'E) bar']",D,Where is one likely to find poker chips?
"['A) falling down', 'B) trip', 'C) fall down', 'D) move around', 'E) celebrate']",D,"Dance can be elegant and specific, or you can just have fun and what?"
"['A) jazz band', 'B) string quartet', 'C) group band', 'D) nursery rhyme', 'E) music store']",E,Where can one obtain a bass fiddle?
"['A) mentally challenged', 'B) have choice', 'C) lots of space', 'D) hungry', 'E) acknowledgment']",A,Why does having a disability sometimes making academic tasks hard for a person?
"['A) winning', 'B) learning', 'C) losing', 'D) fatigue', 'E) skill']",B,What is the purpose of playing games for children?
"['A) feelings of guilt', 'B) prison sentence', 'C) terrible', 'D) encouragement', 'E) die']",B,"If for some reason you were to start killing people, what would you be likely to receive?"
"['A) joy', 'B) fight', 'C) frightened', 'D) humor', 'E) laughter']",D,If someone laughs after surprising them they have a good sense of what?
"['A) town', 'B) beach', 'C) park', 'D) near', 'E) outside']",C,People played a variety of games in the soccer field.  It was the closest thing they had to what?
"['A) high school', 'B) canteen', 'C) polytechnic', 'D) large room', 'E) all kinds of schools']",C,What is likely to have a better school cafeteria?
"['A) objectivity', 'B) knowing yourself', 'C) experience', 'D) ignorance', 'E) introduction']",D,When someone has little knowledge and is judging someone they are considered what?
"['A) sweating', 'B) excercise', 'C) work out', 'D) video', 'E) swim']",C,"She wanted to get in shape, but she couldn't stay focused on the hour long what?"
"['A) spontaneous', 'B) stop working', 'C) pay for', 'D) do like', 'E) do enjoy']",E,"When you do something and have fun, its something you?"
"['A) traveling to chicago', 'B) get fired', 'C) books', 'D) sell products', 'E) service account']",D,What is a salesman responsible to do at work?
"['A) feel better', 'B) feel pride', 'C) sweating', 'D) ocean', 'E) arthritis']",A,How does going jogging generally affect one's self esteem?
"['A) bus depot', 'B) end of line', 'C) opera', ""D) neighbor's house"", 'E) meeting']",A,Where would you find people standing in a line outside?
"['A) crime', 'B) disrespect judge', 'C) embarrassment', 'D) lie', 'E) indictment']",D,If you are committing perjury you have done what while under oath?
"['A) dictionary', 'B) apartment', 'C) libary', 'D) middle east', 'E) arboretum']",A,"Where can you find the meaning of ""ficus""?"
"['A) debt', 'B) economic boom', 'C) being able to use', 'D) disagreements', 'E) trading']",B,When are people buying products more?
"['A) large city', 'B) small', 'C) eat cake', 'D) university', 'E) town']",D,"The buildings were intended to not have residential kitchens in them, what were they designed for?"
"['A) tails', 'B) bones', 'C) eyes', 'D) heads', 'E) bodies']",B,"Animals come in all types, some fly thanks to their lightweight hollow what?"
"['A) people believe', 'B) daydreams', 'C) transcendentalism', 'D) laughter', 'E) religion']",E,"The child felt like it was all pretend, he didn't understand what?"
"['A) michigan', 'B) new york', 'C) new york', 'D) mountains', 'E) countryside']",D,Where is a lake likely to be glacial?
"['A) field', 'B) restaurant', 'C) salad', 'D) market', 'E) food store']",E,"They needed grape juice for their party, they went to buy it and other snacks at the what?"
"['A) believe in god', 'B) smoke marijuana', 'C) desire to travel', 'D) use weapons', 'E) throw away']",C,Why do some people get passports and go to different locations?
"['A) south africa', 'B) sunshine', 'C) new york', 'D) bloom', 'E) trunk']",D,Where do apples form on an apple tree?
"['A) manhattan', 'B) drink and dance', 'C) alcohol', 'D) major city', 'E) downtown area']",D,Where areas are there likely to be many nightclubs?
"['A) fail to work', 'B) perform work', 'C) answering questions', 'D) see work', 'E) fly']",E,What can machines do that humans cannot?
"['A) moving', 'B) working', 'C) breathing', 'D) alive', 'E) deadworks']",C,What does someone stop doing when being dead?
"['A) house', 'B) home', 'C) pool house', 'D) hallway', 'E) bedroom']",D,The place where my linen closet is really needs repainting a light color as it only has one overhead light.
"['A) skate', 'B) listen', 'C) opera', 'D) opera', 'E) relax']",A,Punk rock music is an important part of what action sport?
"['A) kitchen', 'B) cook', 'C) computer lab', 'D) old barn', 'E) research laboratory']",D,Where might a mouse be found to make it country?
"['A) forest', 'B) nest', 'C) roof', 'D) leaves', 'E) sky']",A,Where is a bird likely to make it's home?
"['A) eat hamburger', 'B) eat breakfast', 'C) open fridge', 'D) buy food', 'E) cook dinner']",B,When a person suffers from hunger early in the day what do they do?
"['A) may disagree', 'B) close mouth', 'C) write down', 'D) talk', 'E) eyes']",D,How would you express information if you do not have a pen or pencil?
"['A) looking for love', 'B) afraid of', 'C) good at', 'D) make pet', 'E) different']",B,What does everyone feel of monsters?
"['A) buy', 'B) learn about', 'C) buy', 'D) complex', 'E) interesting']",B,Why does someone want to examine thing closely?
"['A) have fun', 'B) intoxication', 'C) vomiting', 'D) drinking more alcohol', 'E) nausea']",B,What does 	drinking alcohol lead to?
"['A) opera house', 'B) school band', 'C) music store', 'D) orchestra', 'E) bathroom stall']",D,Where would your hear a bass clarinet along side other wood wind instruments?
"['A) much', 'B) plenty', 'C) more', 'D) big', 'E) lot of']",E,What is the opposite of a little of something?
"['A) dirty', 'B) tarnish', 'C) corrupt', 'D) contaminated', 'E) applied']",C,"The princess was pure, the evil wizard wished to do what to her?"
"['A) notebook', 'B) copy machine', 'C) stock certificate', 'D) ream', 'E) thumb drive']",C,"The piece of paper was worth a lot of money, it was an old Apple Inc what?"
"['A) being still', 'B) silence', 'C) stationary', 'D) stillness', 'E) standing still']",D,"During the winter hunt he could hear every motion in the woods, this was because of the what of everything?"
"['A) trunk', 'B) bedroom', 'C) diner', 'D) space shuttle', 'E) shop']",B,"If a car-less person want to listen to talk radio in private, where might they listen to it?"
"['A) diverse', 'B) round', 'C) square', 'D) orange', 'E) complicated']",B,"Billy was an astronaut.  When he looked at the world from space, how did it look?"
"['A) big house', 'B) train', 'C) cabin', 'D) living room', 'E) home']",D,Where is a good place to have a fireplace in a house?
"['A) trouble', ""B) dog's mouth"", 'C) backyard', 'D) nature', 'E) home']",B,If you own a cat where is the last place you'd want to find it?
"['A) los angeles', 'B) food court', 'C) new york city', 'D) jewish community', 'E) jewish neighborhoods']",B,Where would you find a kosher deli along side a number of different places to eat?
"['A) buy food', 'B) see other people', 'C) buying vegetables', 'D) buy a fat pig', 'E) traveling']",A,What do you do when you're going to market?
